tube_fluid,shell_fluid,shell_diameter,tube_outer_diameter,tube_inner_diameter,tube_length,number_of_tubes,tube_pitch,baffle_spacing,number_of_baffles,tube_mass_flow_rate,shell_mass_flow_rate,tube_inlet_temp,tube_outlet_temp,shell_inlet_temp,shell_outlet_temp,tube_thermal_conductivity,heat_transfer_rate,heat_flux
oil,oil,0.5019411620948757,0.024968487556869746,0.020181720188876748,3.365400734650433,19,0.03309843858442245,0.1346123323645517,24,1.0578556143127074,1.6364475923869128,469.92879105865944,434.8394265658875,390.4140134419597,413.0969770785779,205.0,4340.7897912306,865.4385969712265
oil,oil,0.5823869105277504,0.026885092871114548,0.01994148467426534,3.1861693792188515,23,0.0400299187539153,0.15629000555189013,19,1.8627500587573238,2.674994471253605,505.7923799891368,478.7353700326197,387.3071774074775,406.14850490475646,385.0,10250.345908139328,1656.0765670625224
steam,steam,0.5834779084800247,0.02757115442375559,0.022974072073855722,3.4945809660845724,18,0.03951032765101756,0.12780838308165712,26,0.1764112011022487,0.5041913870997209,509.3525101218264,489.1027042142029,460.17866496615596,467.26385656928966,385.0,2903.217179489073,532.8526003249209
oil,water,0.5477101188711673,0.022851139848367563,0.019752681361740545,2.5757874857981,26,0.030517025755271536,0.20205623701215442,11,0.9867787394917844,1.1004437783802719,415.9785475909023,390.0185519044238,345.33823575613343,357.0332176409982,16.0,5820.138681734461,1210.5764340013145
steam,glycol,0.5893933453533603,0.025082433556542997,0.018762704941873962,2.55008756259432,18,0.033214709697555175,0.2439279747824412,9,0.45742308432461765,1.2835101367932182,435.1920835566243,426.14982083050427,315.38893376409663,318.0877959732986,385.0,33538.17307551735,9272.402176341317
water,water,0.5221443773626184,0.023704466405416996,0.016948959234657085,3.064572756851191,26,0.03549360299401017,0.10855424480969456,27,4.257774531787126,4.661977732631909,364.44430885955734,338.90819656196976,309.26238908336046,332.5844671405937,205.0,57023.00380106729,9610.074402828846
steam,water,0.5039578169763691,0.024577231452841065,0.02027157158392166,3.052957388513181,21,0.034398981423908195,0.17678770733028942,16,0.8885152104849304,1.1372508885873434,424.0777839543492,410.4678318830711,338.7081114404518,343.8212192923914,205.0,66659.3589977698,13465.98925502176
steam,oil,0.5047774616882443,0.024081943920314028,0.01995069895679096,2.8023494120537755,21,0.033856244376643516,0.17595422766972152,14,0.8071433895974719,1.029108298567194,464.5021936972882,439.9560229463302,365.74293035802657,384.1697390785068,16.0,16473.80194385581,3700.077730421753
steam,glycol,0.5141459246176575,0.023740941673220828,0.018034471008416243,3.4233835006991638,25,0.035604335722838276,0.1311800276865132,25,0.6555018959927308,2.606434503361241,426.9280698223911,417.9676789403184,342.2371372842369,344.12442845105323,16.0,51360.77427357208,8046.1511473615365
steam,glycol,0.5995949526060455,0.02390129022329161,0.017934775712878385,3.2879240505290035,21,0.03349877215097467,0.25561355677222586,11,0.08959826116973596,2.0014113501145117,395.00031805724694,387.23757629541126,355.42784972734233,355.71889676128876,385.0,9564.252923531896,1844.755282288017
oil,glycol,0.5465918231072426,0.027902812645357662,0.024523207447328152,2.855412722056154,25,0.03688434938470849,0.12250402982452628,22,2.7405076060935913,3.574654668479762,361.77340004459023,347.70482296982544,311.70778595969807,321.14524644161247,205.0,4132.524933143529,660.4025294133471
glycol,steam,0.5535074865469544,0.02383018803205591,0.020350343193558308,3.4822596331370765,26,0.03367372051355734,0.15536573162235925,21,0.7488022461731991,0.3996188437672829,474.2255863332769,448.67326884260166,281.2020620621786,338.37186021230434,16.0,10878.878594773476,1604.9898560070994
steam,steam,0.5975786455242755,0.026372958050165783,0.022208974809410108,2.7002193366929976,20,0.03881843578542801,0.16086096445265055,15,0.8247409253504675,0.31877828807848907,461.728756639387,454.9520726123754,400.47425679120556,418.00684562884044,385.0,3243.362334687856,724.8659733811877
water,water,0.5096317515237063,0.02666658801029175,0.02361276913682343,3.270392793453002,25,0.037267240702032446,0.15862272909479824,19,2.6845238117404056,4.730891921890015,351.55748373514723,331.721869472259,313.35953535918316,324.6151674235799,385.0,33124.24044156534,4836.026574303352
steam,oil,0.5975034386202747,0.026610136363917528,0.022750698032321128,3.286990061201709,18,0.03974567238528892,0.2657516900851138,11,0.17654870743624113,0.7590976377955829,446.7600844469924,427.2454795470738,390.4710408884398,394.815177036372,385.0,8051.871590877686,1627.9046789998008
oil,water,0.5152496561298425,0.02619078586484913,0.0210682303205413,3.39753152962087,19,0.03629581931766865,0.16567840118313837,19,0.4590138979871787,2.8777775320108034,525.772765416139,487.9894159785309,347.5010991720131,350.5287939063232,385.0,17333.731591599346,3263.447031721345
glycol,steam,0.5564445255262873,0.02223142362577223,0.016392420922063167,2.7206957063492263,23,0.03205044385190773,0.17385024336535418,14,0.43617889316357433,0.7571278175522385,464.0310976107548,457.55086961445517,370.9926161980309,375.4502143391202,16.0,4343.922033641861,993.9329025687389
glycol,oil,0.5157725895898971,0.02258937268217288,0.018375135394045953,3.239131063465792,22,0.029260711572173404,0.10821130104759524,28,0.9535539982473665,0.7086234478534881,426.98094048501184,406.9690689528487,343.1107071449501,373.886512457082,205.0,8846.378875249482,1749.2838655508226
glycol,steam,0.5361194000329845,0.02470773943465501,0.02123544546403141,2.81671500693144,18,0.03236319151218658,0.13174949863643082,20,3.067100357371019,0.9746206275839433,387.6234399199973,377.29788595131004,325.75220631612535,364.55124211280133,205.0,1675.0388142881095,425.6244587183391
oil,oil,0.5511950193884054,0.027450073653067706,0.02284906257595726,3.150744172494371,18,0.035232188047481704,0.20230856363697616,14,2.52539393533801,0.5540430493109139,521.2058947697923,492.85082592682215,342.15859402975275,471.40436108917163,205.0,6451.378925218197,1319.0872349750857
water,oil,0.5025704224786642,0.02553061834022338,0.02150924595546362,3.1986146246494487,20,0.034463991684190454,0.11618292265246573,26,3.6275023832203774,2.5297194451779315,465.0392949484998,457.59787099052585,344.7365324438026,365.9762326554819,385.0,36652.66068690138,7143.357508388906
oil,glycol,0.5581041502078982,0.022284720973105764,0.016294890486489827,3.059064056833741,21,0.031166813790651005,0.16985328464772417,17,0.8838582846582589,0.6821993926660807,543.8430651392852,527.7430103918169,283.8741196685875,302.1259622520883,205.0,25489.714812166552,5667.6110343904475
water,oil,0.5718556296044256,0.022845483931570987,0.01840735973353792,3.1240154611376996,19,0.03058237021066911,0.20557589275384217,14,4.400263779332802,2.868413526107547,521.8218207410374,493.2340921436245,355.3890355655037,442.68086336658587,385.0,25132.63443254141,5899.578767582728
glycol,oil,0.5283185599559743,0.023069081646736555,0.01770539414181673,3.4969814200104556,25,0.03368520503572786,0.23502211305870133,13,1.1390115501625764,1.0170524800599356,498.30436283348917,465.4087610930386,316.70432256653976,358.8074684614731,16.0,22939.367514822265,3620.494791446153
steam,glycol,0.5518963921781096,0.023744587527721257,0.019770473479688286,2.9998331172517387,26,0.03497773705924483,0.11096380011836031,26,0.3725066114429368,3.5779918220431735,426.7828599940588,399.4804949311781,301.8648263428547,304.24538960286816,385.0,59435.78619899107,10215.580867855144
water,water,0.5917217950200004,0.02441933841244825,0.017585890898245273,2.655910809395786,25,0.0345218316567372,0.25092797278164053,9,1.622507179903475,2.1839500209015443,359.8897622541291,337.5949028862562,316.2423016022561,332.8056702934404,385.0,24550.531990008447,4819.740388937268
steam,glycol,0.585154209573569,0.02712467221458782,0.021829510788261116,2.53657620009934,24,0.035361685275856605,0.25377051069826295,8,0.7224958389008841,1.3370119550189523,484.46253376891707,463.1865326775421,302.60011926073685,312.22897941556556,16.0,64237.89248236289,12382.768615580539
steam,glycol,0.5656073708422756,0.0244947330005866,0.017959041725168937,2.9327261518880112,25,0.03489284342781241,0.22722383733557358,11,0.09796865907206548,1.5847244168351284,417.593632971734,397.5376865253034,303.6522171767213,304.6906093148638,16.0,30381.961263011293,5384.950338984251
steam,steam,0.5808839018651,0.024465979047316906,0.02053492999768787,3.1870072061951578,20,0.03130706448791878,0.20669205915093058,14,0.36575137974534067,0.43270277546858765,467.6512949665182,456.1665804580329,438.2343762855489,447.9420796228129,16.0,1149.9636405955944,234.72459360674526
oil,water,0.5662680306089253,0.023774326282460855,0.019546113958135675,3.0313154453078988,20,0.033885711748207654,0.20551281648336125,13,0.6511998657371914,1.5465036893318118,358.7715789467892,350.79702382414865,335.2123253394722,336.89931654775614,16.0,1882.4352404971287,415.71991048008283
steam,steam,0.5695585602813382,0.02406200479598518,0.0194905293871367,2.9115010245776585,23,0.033849080884259385,0.16849028017216974,16,0.2088838122430823,0.4266403717993417,502.79270985550215,466.82097609578733,447.2868153510626,464.8986340569032,205.0,1878.2407170363729,371.043464214426
steam,oil,0.5990034337836931,0.027582744064017072,0.0228999383332405,3.0367613988956426,21,0.04005405444792189,0.22543600694425459,12,0.7212977686257983,2.8238147414976673,507.8723051831666,491.8787362114995,421.40830973060156,425.3185238342416,385.0,20201.80263831122,3655.719088869607
glycol,steam,0.5721010695316207,0.025039681684612455,0.021349592840072318,2.8153839456709946,22,0.03360647316233031,0.16914173139469477,15,3.661280182833763,0.8665102779920715,439.6976527668734,425.43425814646315,324.66443789669387,396.6254608987945,16.0,3393.603218141328,696.5015321046773
glycol,steam,0.5279058779870479,0.027715573427962166,0.021538622241779992,3.196540134219796,25,0.03971159769286652,0.16440414573632361,18,0.6167700435225333,0.6587234622967051,510.6329354719344,493.0437774696816,317.9624191287045,337.62680437929913,16.0,12356.208157414469,1775.7887673603964
steam,steam,0.5418119699487848,0.02701417883979609,0.020927912863647265,3.0876366626707274,22,0.035998218054549704,0.19958171328607796,14,0.7949424678249203,0.8584404884431878,427.73189085097096,422.0771490036237,408.2133645927612,413.4498306024147,205.0,989.3752004280484,171.62103110350367
steam,glycol,0.5922180867938294,0.02750910220105974,0.021088095108548234,3.2608573463971995,21,0.035893651677031284,0.258128457540308,11,0.46763327201371324,2.4530366947870097,390.06156217816186,369.84180516502687,305.5655603871224,308.79377282656725,16.0,31819.621614888878,5376.722551077823
oil,steam,0.5705791478468238,0.024685847318796385,0.021171421561079883,2.5937698302191747,19,0.031009024176968974,0.16216847960318154,14,2.2012975995497954,0.538242730374534,489.59914391475735,480.19623509111733,357.6800936438788,397.8578840994111,205.0,3847.6688433238296,1006.7340090757509
steam,oil,0.5502369157449084,0.025937130022791997,0.018977657529447602,3.1940703932457915,21,0.033302249219274084,0.12928501013395025,23,0.6184589479543491,1.2014237404746901,415.3844297254221,399.53334219949477,361.2244394380098,369.03442974001655,385.0,14698.092653101256,2689.214293680907
oil,steam,0.5984544087498209,0.02308874406618483,0.019913954126208083,2.8073887630589764,26,0.03133802046074626,0.12744838724076338,21,1.0394596259323827,0.5649124341338291,444.2715751838786,433.42661761004683,391.8619068974021,412.71053997423394,385.0,1963.9916354880695,370.9484375835258
glycol,oil,0.5551151572803196,0.025591851803443193,0.02010670886396237,2.8759454286913564,22,0.032937268550832476,0.2152343445363863,12,0.45432470601002384,2.1094022020728627,387.49771807855853,375.2361768768818,304.4277534210133,307.44592529722803,205.0,9716.714063099429,1910.13699552687
steam,steam,0.5441295017350419,0.0233002374993795,0.019954146453657333,2.5874471107597135,23,0.03196044372667394,0.16387982937041676,14,0.22610633273058614,0.3052193556009878,480.6442547142667,466.86209038362665,424.6981460818868,434.90796592688105,205.0,2423.9906080137603,556.4439117254805
glycol,water,0.5050318319532668,0.024562058548847514,0.019410481147419716,3.4807762695704825,20,0.03275051175251002,0.15319060023300568,21,2.1595137865602703,2.682993433715241,351.4983838683611,342.5783757348646,336.316184588845,340.4384559912341,205.0,1819.412055388723,338.6962029788789
oil,glycol,0.5791520544756654,0.025662240109328324,0.021903533224396168,3.2914920983352274,24,0.032961103691587564,0.1685198213444098,18,1.3876487050621067,3.9472871128950198,470.45221004392664,458.0560338053614,388.7184192494026,392.53150536058286,16.0,8744.046255356441,1372.9791778965825
steam,water,0.5984789229648162,0.02309311288593913,0.017063689525537728,3.273973467833609,25,0.028954615880582946,0.16350610384560085,19,0.151238374787572,4.2380000610858675,388.1628958866398,366.86929907683566,301.8016601753581,302.16706127106323,16.0,44292.31785509497,7459.00489930451
glycol,water,0.5268483622540512,0.023329552901434833,0.017018963558692556,3.034110183419494,25,0.033401315547358874,0.1397240136234534,20,1.1012589802797048,0.6784063848006009,357.7889537054253,350.53613417216417,284.4403178029117,291.2002348650902,16.0,16301.97534565594,2932.328265526438
steam,oil,0.55251008714832,0.02492925863480917,0.02112886899685263,2.8839690029254847,26,0.03545148352152443,0.24100143747965014,10,0.6892765281049114,2.9420328828301243,502.88068440467765,479.75840283003646,439.68491385934976,444.86996943255696,205.0,12307.807217350291,2095.8370468447147
steam,glycol,0.5053489686492892,0.02436285720026501,0.019237964223929347,3.478485136895048,24,0.035099760698011274,0.11260576935558504,29,0.726368782925685,0.5140456044653811,421.76916546007845,412.2198341723863,312.2956753796945,323.59658228588734,385.0,65365.836854662535,10229.898850445685
oil,glycol,0.5704290293221572,0.02631167973434932,0.020374908325598122,3.0427457222006,26,0.03364496175087448,0.1609587449066767,17,2.9559469732267702,2.244677902359203,384.8501457627257,375.9971321320441,360.0591213143963,370.26009890935046,385.0,1929.191519720213,295.0107819660305
oil,glycol,0.5682241618950812,0.023713297122365935,0.01769981623429321,2.6280811246456697,24,0.035226209501215223,0.22677501159143312,10,2.5148392169803846,3.024489305087047,427.39474509256974,419.6105083289422,367.4165726526316,373.0800381747916,16.0,5453.035514895518,1160.5036260689985
steam,water,0.5788320517864599,0.024501750580610108,0.020925571543266522,3.0886148053699722,20,0.035265639827769056,0.16153311347707996,18,0.2773784847867741,1.3571520659289513,460.87216921539095,451.79849054848796,333.16720184128314,334.0589606955805,16.0,73063.99006285462,15366.064566527382
oil,oil,0.5530287327702175,0.025125980762866252,0.022004217919777427,2.834065289772723,18,0.03265309122611869,0.14061916347824832,19,0.6238583810713978,2.9275376439160343,513.9538845713566,498.29335146886217,387.9025870650851,391.2398472531277,16.0,7799.270212494198,1936.8621634176382
oil,glycol,0.5761556359874627,0.02456941961773611,0.019710659202104158,3.1560203584853443,26,0.036511862980573434,0.14995461388554288,20,1.1616623112339886,3.9525466390172883,451.7483322883345,440.7854083784824,340.3976267308457,343.2169011389262,205.0,13337.75581822933,2105.8374648921204
steam,glycol,0.5944474012422938,0.02683303753871747,0.023094944756591962,2.83567203902951,26,0.03848429255226542,0.1371454765677753,19,0.9313871481752369,2.920756557002501,452.51018229516677,431.1888752619792,355.68023251230346,361.37444304767706,205.0,54604.69731487091,8785.792545927472
water,water,0.5973981960973778,0.024244355858636064,0.01877626104049264,3.100166711330035,23,0.03405694161625934,0.2611268967913026,10,3.964635448703215,2.9769222639560318,358.94321680850373,352.17844726713724,313.3807723700279,322.39002513108875,385.0,43432.7107414907,7997.302585811693
oil,oil,0.5980088073703779,0.022140064734102304,0.015298664294554426,3.4689100891858597,21,0.028747113135466663,0.13765025566097677,24,2.5651785675236063,1.4466089614445703,534.4350866436776,519.1208684394988,453.9341437178056,481.08986123562795,16.0,6435.204301154967,1270.0512372786384
water,steam,0.558416866179864,0.023696234865567267,0.019679072642917027,2.9907520201934457,26,0.032534443070014955,0.1536342202259633,18,1.3243077609786034,0.45854614290194584,422.1855305973886,406.9688395212468,305.8626077980604,397.25421769970023,385.0,4508.818764091014,778.8965992543057
water,oil,0.5682267081978307,0.025024320116385307,0.021888448870978395,2.629255389164166,22,0.033998707980891,0.18850890307118368,12,1.2231810607399494,1.9701610022342235,465.16872502676205,454.923326027008,316.9526390439639,329.6138397440972,385.0,35499.52005929526,7806.473113995166
oil,glycol,0.5843040642796197,0.02259694175734549,0.015979332847307078,2.6785215261457367,23,0.029047314189761246,0.2539503854953626,9,1.0438778808313613,0.8228733833694364,407.76372841540604,398.7555854557216,308.2371529019145,318.2362319843092,205.0,9049.874914490258,2069.283813547958
oil,glycol,0.5080826153664212,0.02295515110600018,0.016399347270958195,2.8050602134342077,19,0.03282749128707751,0.22198813226258268,11,0.8769033496880457,0.9703280951215444,330.0269016273516,314.90687246037686,300.0422570175623,311.998474460138,205.0,1474.0439791830067,383.51700342184745
water,water,0.5042652243113694,0.027524643791758775,0.022279322992254276,2.884971482671449,18,0.03903514052134085,0.12537277905385752,22,2.141584690098365,3.3187143369848093,342.2446932561823,327.53966388654874,315.6312397735291,325.1204764380098,205.0,16664.24538845869,3711.077657893301
oil,glycol,0.50554846543463,0.02649769744986022,0.022045500361170586,3.1763307943891945,26,0.03812268545896655,0.1845636712160699,16,2.4554566061462664,1.0818716588129278,499.7666746431081,480.83337681030935,312.1672863922901,349.76754563131544,205.0,19731.50805712395,2870.1407605346867
steam,oil,0.5526887175194923,0.027648037219714552,0.022677733569487518,2.671188373126459,26,0.037714989872198124,0.16486516536942364,15,0.7619378090478028,1.0304733891465314,442.90145919416057,407.86019171226746,356.32515997080776,381.1244537312659,205.0,18324.81393535732,3037.7185401617317
oil,glycol,0.5117689978595001,0.02657848427628758,0.02234113776791832,3.217760444946963,20,0.03724719266328962,0.10446919443302806,29,0.41095811009872524,1.3463705608677998,463.15894799946244,451.01059334140035,284.7773244482955,288.0219042758467,385.0,16658.237980362097,3100.0255610870327
water,water,0.5233202656430767,0.02679433174870929,0.02180489956259958,2.598072694142009,25,0.03694397768440701,0.21279270524346752,11,4.956038164340158,3.925958109946828,352.0565307433088,337.0982113242026,313.57656535242916,332.4595997199265,205.0,26408.285643190393,4830.099739241112
steam,glycol,0.5523703127823014,0.026153006649788965,0.022777644259095717,2.806569212231988,19,0.03522715363722835,0.14740341720952083,18,0.7229870249122156,0.9080606600987045,416.9435695078586,386.897500765699,345.53430271414965,365.56924586163336,16.0,17733.34080446773,4047.52654736043
oil,water,0.5596128357381114,0.02395821934873618,0.016989266828342054,2.676272733922963,24,0.03280400472594496,0.19770730696170047,12,2.654599619548945,4.47648443764573,503.2242451100809,493.4226811889123,300.66696035331313,303.5870779292223,205.0,24636.94719913952,5096.134388217592
steam,glycol,0.5143661854344188,0.02336401728821862,0.017249258326656244,2.705637705519505,24,0.03210190043719281,0.12612078911454333,20,0.2705346517932808,0.6958176315033983,461.3064158990912,441.66382984899764,301.85931109793114,308.25534785678894,385.0,63115.34150091901,13242.093819217745
glycol,oil,0.5789464916018142,0.024910630781921385,0.01980347667168442,3.110271333268836,25,0.03546570862937662,0.17109917947923503,17,1.4025591951110825,2.868945370980381,516.6239143966651,493.2777326001437,350.9848293610144,364.02870744772815,385.0,23499.345361449246,3861.738662900104
oil,glycol,0.5935058546834745,0.027376030360777705,0.02134383487265991,2.643886764758343,23,0.03831560479229313,0.2247450699812482,10,0.9421475718355194,1.4031862597487494,376.5798477057673,343.6838700892291,282.4849036529326,301.81145924513936,205.0,6488.8618889392055,1240.7306112651636
steam,glycol,0.584837092496534,0.027153255324900236,0.023775057792019588,2.721804892560548,26,0.03916609908384942,0.20986880303744646,11,0.2500049784057563,2.919418664437809,478.5363086508593,464.6091627696503,334.2715757694174,335.27042333878035,385.0,49362.2975644579,8176.985945276805
steam,water,0.500151182522917,0.023178717976494713,0.016214209967628724,2.7022259148033174,18,0.03224976477446422,0.14808218696666356,17,0.8730427388477017,4.839103660332391,407.75587733066135,394.6049101846775,344.5194294888364,345.66033071710876,205.0,41179.66285082959,11626.509287951976
glycol,steam,0.5925888156846174,0.02678792204554789,0.02042103992821937,3.0799808472754044,22,0.03895550424926769,0.14069289454472506,20,3.5085001651853784,0.6910650420676133,472.32414635330446,464.12375137773387,339.8052544198914,389.5162581258957,205.0,7075.686075875257,1240.8205019522015
water,steam,0.5990742772593439,0.024179673039463556,0.017746769928392043,2.8603857955190573,21,0.03180075383624848,0.15400330191262518,17,3.4676548808369723,0.6934923749337104,493.134320576653,479.53976694889946,311.0357602636416,452.39993234125683,205.0,6575.004681788735,1440.9597910237344
oil,water,0.5988747116065174,0.023627448886270372,0.01794253065870876,2.545043544353339,21,0.02968187775794188,0.2607841319780553,8,1.9710172101975574,3.002643433376673,449.7115992154714,438.9956183886163,331.8990588136475,335.43301853144595,385.0,10561.407282734892,2662.199354142069
water,oil,0.5613268723893637,0.022066150772372516,0.0162147837503588,3.1195166829804863,18,0.02904980805177901,0.17223643344631004,17,0.926961503593553,1.645764893207318,412.56604368327385,389.68026126642656,326.57767444567935,352.2353114266721,385.0,12913.397588209762,3317.4489690789223
steam,glycol,0.5259231303868139,0.026670405108372888,0.02046354584080544,3.428109730449554,22,0.03682735704193791,0.11501860369137008,28,0.5082548452797517,2.74264770795348,418.2605509402619,399.11007834349635,351.8473135307195,354.81949835926116,16.0,35466.59689998482,5612.581212459813
